epoch,train_loss,val_loss,val_rmse_TMP@2m_above_ground,val_rmse_RH@2m_above_ground,val_rmse_UGRD@10m_above_ground,val_rmse_VGRD@10m_above_ground,val_rmse_GUST@surface,val_rmse_APCP_1hr_acc_fcst@surface,val_rmse_apcp_rain,val_auc,lr,epoch_time
0,0.7553939043992476,0.6695286778814764,3.92577862739563,15.671623229980469,2.263678550720215,2.0979959964752197,3.4522268772125244,4.0162248611450195,4.0162248611450195,0.6180605854032637,0.0005,1380.0283319950104
1,0.6445432541069768,0.6495451199065196,3.7595748901367188,15.725966453552246,2.2119905948638916,2.0200157165527344,3.4509804248809814,3.9569082260131836,3.9569082260131836,0.6514475309956967,0.0004986304738420684,1335.9755990505219
2,0.6187987093792815,0.6880307041249605,3.7426881790161133,16.39373779296875,2.3203234672546387,2.0688021183013916,3.534557342529297,3.987602710723877,3.987602710723877,0.7222387911323194,0.0004945369001834514,1335.027714252472
3,0.5894994397317884,0.6792250071908255,3.7977283000946045,16.15336036682129,2.357365608215332,2.0212838649749756,3.481279134750366,4.011750221252441,4.011750221252441,0.6866434465226592,0.0004877641290737884,1289.6481642723083
4,0.5934800963495809,0.6726430804019727,3.719015598297119,16.075326919555664,2.2978219985961914,2.0312652587890625,3.503591537475586,4.0328288078308105,4.0328288078308105,0.5843896013520231,0.00047838636441065017,1280.059865474701
5,0.5507984601676539,0.6948078578649705,3.898489236831665,15.6289701461792,2.3838400840759277,1.991502046585083,3.6326301097869873,3.991137742996216,3.991137742996216,0.6878843395395736,0.00046650635094610973,1299.212575674057
6,0.5324545802636783,0.682002380332609,3.6485514640808105,16.121013641357422,2.3167598247528076,2.002204656600952,3.5516855716705322,3.9750804901123047,3.9750804901123047,0.6405830599463166,0.00045225424859373693,1290.8415203094482
7,0.5259609896959063,0.6563536211796313,3.6338183879852295,15.929481506347656,2.2262513637542725,1.994978904724121,3.500892400741577,3.9454970359802246,3.9454970359802246,0.7005489043216452,0.0004357862063693486,1298.3662934303284
8,0.5212191338848294,0.6703851944674177,3.4825713634490967,16.12875747680664,2.266172409057617,2.022639274597168,3.5415937900543213,3.9985125064849854,3.9985125064849854,0.6650884779799184,0.0004172826515897146,1291.1605770587921
9,0.48734272682477264,0.6954360754707776,3.689689874649048,16.788005828857422,2.3318941593170166,2.0420892238616943,3.613253355026245,3.9655673503875732,3.9655673503875732,0.6751824947097838,0.0003969463130731183,1295.9041078090668
10,0.4592960137883178,0.6690011601301422,3.551551580429077,16.42217254638672,2.2554705142974854,1.970838189125061,3.555136203765869,3.954237461090088,3.954237461090088,0.6764997230625026,0.000375,1301.5652039051056
11,0.45137462254871596,0.6791501824847939,3.55633807182312,15.675155639648438,2.3069958686828613,2.005589246749878,3.572462797164917,3.9843194484710693,3.9843194484710693,0.6725143084373625,0.00035168416076895013,1280.1349771022797
