epoch,train_loss,val_loss,val_rmse_TMP@2m_above_ground,val_rmse_RH@2m_above_ground,val_rmse_UGRD@10m_above_ground,val_rmse_VGRD@10m_above_ground,val_rmse_GUST@surface,val_rmse_APCP_1hr_acc_fcst@surface,val_rmse_apcp_rain,val_auc,lr,epoch_time
37,0.39784124992936476,0.628471818431633,3.6065683364868164,15.388723373413086,2.1597211360931396,1.9390208721160889,3.394505739212036,3.993502616882324,3.993502616882324,0.6563063638816696,0.00015772644703565555,1039.558516740799
38,0.3968539473222118,0.6269243900920172,3.475447177886963,15.302528381347656,2.164236545562744,1.9429309368133545,3.3990211486816406,3.966966152191162,3.966966152191162,0.6568708903185492,0.00013551568628929425,1037.365522146225
39,0.3729505993082116,0.6299870635319753,3.5442280769348145,15.302642822265625,2.162318706512451,1.973048210144043,3.398632764816284,4.0075249671936035,4.0075249671936035,0.6454454433130246,0.00011474337861210535,1039.1926591396332
40,0.3727713731324249,0.6274045348813038,3.4580836296081543,15.209081649780273,2.177103281021118,1.9526764154434204,3.404407024383545,4.000133037567139,4.000133037567139,0.6423725022368029,9.549150281252626e-05,1085.2539002895355
41,0.3943615086200157,0.6285128305810856,3.4888877868652344,15.315668106079102,2.161395311355591,1.9645283222198486,3.404975414276123,3.981517791748047,3.981517791748047,0.6581100080950961,7.783603724899252e-05,1072.5450112819672
42,0.3741024518507537,0.6285180023619051,3.6109936237335205,15.224958419799805,2.170199394226074,1.959083080291748,3.4008069038391113,3.9920120239257812,3.9920120239257812,0.6526529192052604,6.184665997806817e-05,1057.3579106330872
43,0.3718504965365713,0.6296868410714683,3.4987952709198,15.430268287658691,2.165757894515991,1.9591851234436035,3.3986175060272217,4.007442474365234,4.007442474365234,0.6340146705863975,4.7586473766990294e-05,1033.7015175819397
44,0.3648072576842403,0.6246029701848251,3.4630839824676514,15.284300804138184,2.1626009941101074,1.9557987451553345,3.3855528831481934,3.997673511505127,3.997673511505127,0.6446146308210132,3.5111757055874305e-05,1033.230034828186
45,0.37772272059698575,0.6269259648304804,3.605748176574707,15.434017181396484,2.1573824882507324,1.9506338834762573,3.3918869495391846,3.990074634552002,3.990074634552002,0.6527310297814324,2.4471741852423218e-05,1035.2093794345856
46,0.3764392630646211,0.6229492607118332,3.506237506866455,15.262310981750488,2.155365228652954,1.9450244903564453,3.378164529800415,3.9964475631713867,3.9964475631713867,0.6520670898839703,1.5708419435684507e-05,1035.2732236385345
47,0.36718068419818645,0.6262478378723817,3.490082025527954,15.31140422821045,2.163963794708252,1.9543086290359497,3.392068386077881,3.995316982269287,3.995316982269287,0.6511652677772571,8.856374635655634e-06,1042.1877677440643
48,0.36474161919791653,0.6246388378141232,3.5024468898773193,15.292522430419922,2.155600070953369,1.9516751766204834,3.39461612701416,4.000574111938477,4.000574111938477,0.6454862738414782,3.942649342761115e-06,1035.1229445934296
49,0.37760970628753004,0.624946316596551,3.455348253250122,15.214204788208008,2.1621389389038086,1.9508553743362427,3.3936288356781006,3.9997637271881104,3.9997637271881104,0.6466206524363399,9.866357858642198e-07,1039.687551498413
